-36.823027266885695, 175.0094604492187,8:11:25 AM-9:18:33 AM
-36.82330209301496, 175.006027221679,8:13:00 AM-9:18:33 AM
-36.82385174231246, 175.000534057617,8:16:10 AM-9:18:33 AM
-36.823576918157215, 174.9971008300781,8:17:46 AM-9:18:33 AM
-36.8249510290634, 174.9919509887695,8:21:43 AM-9:18:33 AM
-36.825775483762925, 174.9868011474609,8:24:06 AM-9:18:33 AM
-36.82769917684917, 174.9768447875976,8:26:29 AM-9:18:33 AM
-36.82824879456189, 174.968605041503,8:28:04 AM-9:18:33 AM
-36.82907321372807, 174.9603652954101,8:31:14 AM-9:18:33 AM
-36.83072202540979, 174.951438903808,8:34:24 AM-9:18:33 AM
-36.83237080155681, 174.945602416992,8:35:59 AM-9:18:33 AM
-36.83401954216855, 174.935989379882,8:36:47 AM-9:18:33 AM
-36.836767364219135, 174.9225997924804,8:37:34 AM-9:18:33 AM
-36.83951508755613, 174.9092102050781,8:38:22 AM-9:18:33 AM
-36.76831722957586, 174.8103332519531,8:40:45 AM-9:18:33 AM
-36.76034114836697, 174.809303283691,8:43:55 AM-9:18:33 AM
-36.75483991938462, 174.8072433471679,8:47:05 AM-9:18:33 AM
-36.86815422398868, 174.7365188598632,8:47:05 AM-9:18:33 AM
-36.868360222064254, 174.7385787963867,8:53:25 AM-9:18:33 AM
-36.868222890075586, 174.7374629974365,8:20:56 AM-9:18:33 AM
-36.868497553806066, 174.740896224975,8:10:38 AM-9:18:33 AM
-36.86787955902389, 174.7350597381591,7:44:28 AM-9:18:33 AM
-36.868497553806066, 174.741582870483,7:23:05 AM-9:18:33 AM
-36.8685662195844, 174.7391796112060,7:02:28 AM-9:18:33 AM
-36.87975791652458, 174.7655296325683,11:08:09 AM-2:00:41 PM
-36.87927732520206, 174.7659587860107,12:33:44 PM-2:00:41 PM
-36.868497553806066, 174.7435569763183,1:27:38 PM-4:08:16 PM
-36.868634885301006, 174.7424411773681,1:27:38 PM-4:08:16 PM
-36.868497553806066, 174.7390937805175,2:39:45 PM-4:08:16 PM
-36.868497553806066, 174.7405529022216,2:39:45 PM-4:08:16 PM
-36.7703798741823, 174.811534881591,5:55:30 PM-7:23:14 PM
-36.76762966904312, 174.8110198974609,5:55:30 PM-7:23:14 PM
-36.754289774787324, 174.8075866699218,6:05:00 PM-7:23:14 PM
-36.7520891569463, 174.8074150085449,6:08:11 PM-7:23:14 PM
-36.868634885301006, 174.7385787963867,7:18:43 PM-8:54:22 PM
