-33.862772012343996, 151.2137174606323,5:20:59 AM-11:00:00 AM
-33.86323527658788, 151.213459968566,5:20:59 AM-11:00:00 AM
-33.86325309439322, 151.2135028839111,5:20:59 AM-11:00:00 AM
-33.8628629230007, 151.207824283337,5:20:59 AM-11:00:00 AM
-33.86292346439258, 151.2134706974029,5:20:59 AM-11:00:00 AM
-33.862968009061625, 151.2135457992553,5:20:59 AM-11:00:00 AM
-33.86599699203773, 151.2137818336486,5:20:59 AM-11:00:00 AM
-33.86613952976563, 151.213910579681,5:20:59 AM-11:00:00 AM
-33.86622861572473, 151.2140607833862,5:20:59 AM-11:00:00 AM
-33.86662059284038, 151.2142109870910,5:51:29 AM-11:00:00 AM
-33.868348834116695, 151.2179231643676,5:51:29 AM-11:00:00 AM
-33.8687051681736, 151.2180089950561,5:51:29 AM-11:00:00 AM
-33.86850918462636, 151.2182021141052,5:51:29 AM-11:00:00 AM
-33.86767179531086, 151.2174081802368,5:51:29 AM-11:00:00 AM
-33.867547077050425, 151.21762275695,5:51:29 AM-11:00:00 AM
-33.86817066653049, 151.217730045318,5:51:29 AM-11:00:00 AM
-33.86792123128509, 151.2178158760070,5:51:29 AM-11:00:00 AM
-33.86560501205893, 151.213674545288,6:30:22 AM-11:00:00 AM
-33.86574755044126, 151.2138676643371,6:30:22 AM-11:00:00 AM
-33.87339082263626, 151.203052997589,6:37:59 AM-11:00:00 AM
-33.87301669237545, 151.203160285949,6:37:59 AM-11:00:00 AM
-33.8729276135002, 151.2031817436218,6:37:59 AM-11:00:00 AM
-33.87130636172745, 151.203138828277,7:17:37 AM-11:00:00 AM
-33.87209026752863, 151.2035250663757,7:17:37 AM-11:00:00 AM
-33.872214979151394, 151.2034392356872,7:17:37 AM-11:00:00 AM
-33.87168049948516, 151.2032032012939,7:17:37 AM-11:00:00 AM
-33.871573603150296, 151.2031817436218,7:17:37 AM-11:00:00 AM
-33.87146670668156, 151.2031817436218,7:17:37 AM-11:00:00 AM
-33.87203681963452, 151.2033534049987,7:17:37 AM-11:00:00 AM
-33.872713823820305, 151.2034392356872,7:17:37 AM-11:00:00 AM
-33.87346208535713, 151.2028384208679,7:42:47 AM-11:00:00 AM
-33.87367587316278, 151.2027955055236,7:42:47 AM-11:00:00 AM
-33.879572642361055, 151.2087392807006,7:54:59 AM-11:00:00 AM
-33.87935886932698, 151.2087392807006,7:54:59 AM-11:00:00 AM
-33.87928761152993, 151.2085676193237,8:10:13 AM-11:00:00 AM
-33.879679528677265, 151.208631992340,8:10:13 AM-11:00:00 AM
-33.879715157419575, 151.2084388732910,8:10:13 AM-11:00:00 AM
-33.87973297178515, 151.2088036537170,8:10:13 AM-11:00:00 AM
-33.879875486575905, 151.2088036537170,8:10:13 AM-11:00:00 AM
-33.879198539199955, 151.2088894844055,8:10:13 AM-11:00:00 AM
-33.878753176155435, 151.2088251113891,8:10:13 AM-11:00:00 AM
-33.8794123126357, 151.2087178230285,8:10:13 AM-11:00:00 AM
-33.88028521527344, 151.2085676193237,8:10:13 AM-11:00:00 AM
-33.88019614398482, 151.2083959579467,8:10:13 AM-11:00:00 AM
-33.880018001128626, 151.2083959579467,8:10:13 AM-11:00:00 AM
-33.879519199152746, 151.2089109420776,8:10:13 AM-11:00:00 AM
-33.87886006349812, 151.208653450012,8:10:13 AM-11:00:00 AM
-33.86957818032679, 151.2167644500732,8:26:14 AM-11:00:00 AM
-33.8698988764265, 151.2170863151550,8:26:14 AM-11:00:00 AM
-33.86966726269757, 151.2168073654174,8:26:14 AM-11:00:00 AM
-33.87410344716757, 151.2211847305297,8:26:14 AM-11:00:00 AM
-33.87399655386719, 151.2210345268249,8:26:14 AM-11:00:00 AM
-33.87417470929345, 151.221635341644,8:26:14 AM-11:00:00 AM
-33.87417470929345, 151.2213349342346,8:26:14 AM-11:00:00 AM
-33.87529707992746, 151.1790204048156,8:26:14 AM-11:00:00 AM
-33.87543960212643, 151.179599761962,8:26:14 AM-11:00:00 AM
-33.87527926463586, 151.1792135238647,8:26:14 AM-11:00:00 AM
-33.87533271049951, 151.1794281005859,8:26:14 AM-11:00:00 AM
-33.87531489521535, 151.1792993545532,8:26:14 AM-11:00:00 AM
-33.875421786864564, 151.179728507995,8:26:14 AM-11:00:00 AM
-33.87551086313665, 151.1799645423889,9:08:09 AM-11:00:00 AM
-33.87551086313665, 151.180179119110,9:08:09 AM-11:00:00 AM
-33.87713203504439, 151.186444759368,9:08:09 AM-11:00:00 AM
-33.87714984994923, 151.1867666244506,9:08:09 AM-11:00:00 AM
-33.877203294641426, 151.1869382858276,9:08:09 AM-11:00:00 AM
-33.87372932003052, 151.1943197250366,9:08:09 AM-11:00:00 AM
-33.873497716695276, 151.1943197250366,9:08:09 AM-11:00:00 AM
-33.87387184484754, 151.1943197250366,9:08:09 AM-11:00:00 AM
-33.87406781608232, 151.1943197250366,9:08:09 AM-11:00:00 AM
